2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,183,312,154,32,4,0,0,127,185,126,42,13,5,0,0,48,9,0,0,0,0,0,0,85,8,1,0,0,0,0,0,68,89,112,40,10,2,0,0,68,61,48,10,7,5,3,1,14,6,0,0,0,0,0,0,31,17,3,2,0,1,0,0
5,1,7,8,14,2,0,0,9,6,11,3,0,1,1,0,4,2,0,1,0,0,0,0,15,9,11,9,6,8,3,22,22,57,160,377,285,250,172,227,5,12,44,45,55,54,59,36,2,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0
26,1,0,4,0,0,0,12,8,1,0,0,0,0,0,3,10,7,2,1,0,1,4,28,45,80,116,50,24,60,30,10,18,59,277,416,308,126,38,8,0,0,5,13,24,85,78,36,0,0,5,0,0,1,0,0,0,2,0,0,1,1,0,1
60,7,7,19,7,11,4,9,1,4,1,3,0,0,0,3,1,10,4,6,0,2,0,3,90,57,21,21,9,21,6,23,122,160,164,153,367,256,63,37,21,22,12,21,10,27,21,37,3,8,5,9,7,6,5,5,4,4,5,12,11,18,10,10
143,55,50,74,65,64,53,88,7,35,116,168,154,139,125,181,2,3,8,32,41,66,69,153,15,0,0,1,2,0,1,12,1,1,0,3,0,2,1,1,2,1,3,1,0,3,0,6,1,4,4,3,1,0,1,2,7,24,9,5,9,5,1,2
850,5,6,14,5,1,1,12,5,0,0,2,0,0,0,7,0,0,0,1,0,0,0,8,31,19,19,16,7,3,0,16,351,237,190,70,23,9,8,10,6,11,4,11,6,13,7,28,1,1,0,1,1,1,0,4,0,0,0,1,0,0,0,3
118,16,12,11,9,16,14,31,40,23,1,9,0,6,1,13,19,13,16,14,9,26,59,100,304,15,6,14,5,16,13,25,129,34,24,34,90,146,138,106,24,16,6,8,3,14,72,143,10,2,2,1,0,2,2,3,12,3,2,2,2,0,9,12
0,0,2,1,1,0,3,53,0,0,20,25,32,65,126,125,0,1,28,72,141,251,297,567,0,2,10,51,108,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,10,0,0,0,0,0,0,108,18,18,2,0,0,0,0,34,29,151,15,0,0,0,0,175,110,94,95,1,0,0,0,100,108,87,44,2,0,0,0,154,38,5,0,0,0,0,0,50,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0
507,3,2,0,0,0,0,0,27,1,0,0,0,0,0,1,8,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,561,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,91,0,0,1,0,0,0,0,222,2,1,1,0,0,0,0
210,175,60,17,4,0,0,0,319,110,44,41,9,1,0,0,111,21,1,0,0,0,0,0,339,49,3,0,0,0,0,0,65,178,127,52,1,0,0,0,15,11,14,1,0,0,0,0,16,5,1,0,0,0,0,0,15,5,3,2,0,0,0,0
1,7,13,26,28,17,8,382,0,14,70,110,99,106,67,97,4,6,11,70,184,89,34,38,5,13,7,3,1,1,0,0,1,31,46,128,170,24,7,9,4,1,4,8,10,19,26,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
297,68,63,13,13,27,5,1,54,253,234,112,7,1,0,0,37,183,102,8,1,1,0,0,76,116,26,8,0,1,0,1,11,25,12,15,22,46,8,0,23,18,15,5,2,2,0,0,16,5,0,0,0,0,0,0,18,20,33,8,12,1,0,0
3,0,0,0,0,0,0,0,5,0,0,2,2,2,1,2,5,8,3,4,4,1,1,0,8,14,7,10,19,28,18,4,0,14,42,41,61,66,70,53,24,95,36,55,39,27,21,10,86,294,276,165,154,71,14,2,10,62,69,14,3,0,0,0
20,0,1,1,0,2,1,1,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,32,0,0,0,0,0,0,2,336,410,379,200,170,113,115,187,11,15,1,0,0,1,0,0,6,4,0,0,0,1,0,1,6,0,0,0,0,0,1,0
3,5,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,2,4,9,63,288,1211,2,6,9,12,18,32,24,123,3,8,15,20,38,31,21,46,3,8,6,1,0,1,0,0,1,2,0,0,0,0,0,0
10,1,7,6,1,3,4,4,2,4,10,9,4,5,3,1,12,12,10,10,0,5,2,3,30,92,65,13,20,15,14,12,66,367,487,288,168,122,68,27,7,9,1,2,2,3,1,2,2,1,2,2,0,1,0,0,2,3,2,0,0,0,1,0
596,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,139,2,0,0,0,0,0,0,1251,2,0,1,0,0,0,0,22,1,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,5,5,1,1,0,0,3,4,9,2,1,0,0,0,2,6,17,61,78,49,8,3,3,1,24,342,430,391,57,15,0,0,8,100,124,76,87,21,0,2,0,1,0,0,0,0,1,5,2,1,3,0,0,0,5,13,14,20,8,6,2,0
5,3,0,4,5,9,3,1,10,11,3,0,0,0,0,0,14,25,0,0,0,0,0,0,101,282,1,0,0,0,0,0,741,796,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1,0,1
118,81,28,28,21,27,5,10,96,34,25,19,9,4,1,5,89,20,10,10,2,4,2,11,269,136,54,34,20,19,7,7,75,121,90,71,73,27,22,4,12,7,9,112,80,23,7,10,7,4,1,3,0,3,0,5,12,15,6,4,1,8,2,6
4,0,0,3,2,1,2,6,8,13,0,0,0,0,0,0,59,26,0,0,0,0,0,0,122,396,2,3,2,2,6,8,12,22,7,9,13,31,44,32,10,53,25,15,16,20,57,532,2,4,54,53,35,46,37,109,12,9,26,32,14,5,1,23
491,14,5,12,2,10,0,16,67,27,10,12,4,4,1,4,28,18,9,11,6,4,6,13,97,73,60,36,16,22,16,21,35,104,396,133,45,24,14,21,18,2,3,4,4,5,7,45,14,0,2,2,0,0,0,6,11,0,0,2,0,3,2,8
64,0,1,4,0,0,0,1,3,4,3,0,2,0,0,0,2,3,0,5,1,1,0,0,86,143,41,35,27,30,11,25,19,56,47,37,44,123,181,996,3,6,2,6,4,0,2,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0
40,35,75,76,58,77,54,97,58,167,134,108,108,124,57,64,21,6,13,31,20,10,3,4,59,4,5,5,2,0,0,0,236,65,26,0,0,0,0,0,37,20,8,0,0,1,0,1,6,10,8,4,3,1,0,2,19,14,12,16,5,8,5,3
67,23,23,42,58,46,10,22,35,112,98,26,0,1,0,2,45,249,40,2,0,0,0,1,48,283,358,15,0,1,0,2,6,35,112,174,36,1,1,1,0,4,5,11,6,2,0,2,0,3,0,1,0,0,0,1,1,4,1,2,0,3,1,3
39,163,47,5,25,19,2,0,76,103,30,22,14,2,1,1,17,14,35,46,28,53,163,357,21,29,31,78,117,138,176,160,4,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,3,1,1,0,0,0,0,2,10,19,35,53,106,233,197,1,66,489,592,145,36,15,12,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11,3,0,2,0,0,0,0,11,13,13,4,2,0,0,0,15,1,2,3,0,0,0,0,133,16,2,1,0,0,0,0,153,652,541,272,137,14,1,0,1,9,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
86,1,4,1,1,3,0,5,0,0,0,3,0,2,0,3,0,1,1,3,0,1,0,3,0,1,5,17,3,19,0,17,0,2,57,152,219,158,127,6,0,9,102,305,313,257,117,11,0,0,0,2,0,0,0,1,0,0,0,2,0,4,0,1
3,6,6,120,27,1,1,0,0,7,92,862,99,21,4,2,1,3,2,1,10,14,1,0,0,2,2,9,2,2,0,1,4,23,36,41,56,73,62,20,13,11,11,11,18,37,101,200,1,0,0,0,2,0,0,0,2,0,1,0,1,0,0,0
221,160,164,122,90,78,28,0,31,27,8,1,0,2,0,0,15,5,1,2,0,0,0,0,122,80,13,8,1,4,3,7,42,59,100,93,76,103,115,102,5,3,7,6,10,16,43,36,0,2,0,0,0,0,0,0,13,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,11,554,1045,268,61,49,18,2,1,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,43,63,108,75,27,6,2,7,7,8,9,4,18,3,3,3,8,1,5,1,2,1,0,14,19,10,8,2,2,2,0,19,66,66,120,20,20,13,5,14,68,179,163,40,18,50,61,10,26,69,40,4,0,0,0,4,51,86,127,107,55,17,8
120,393,723,531,126,32,2,1,2,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,3,6,1,2,0,1,0,0,1,0,1,1,0,0,1,0,0,2,2,0,0,0,0,0,3,3,3,1,0,1,0,0,1,25,21,7,0,0,1,1
3,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,19,41,205,609,975,128,13,2
11,0,1,0,0,1,1,0,4,5,6,15,17,25,18,31,3,3,13,13,14,9,5,5,333,97,25,10,1,1,1,1,166,847,328,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,1,0,1,0,1,0,9,0,2,1,0,0,2,0,3,3,2,2,8,2,5,9,41,11,15,20,27,9,23,25,62,3,10,10,14,16,20,18,61,0,8,128,111,37,38,73,675,0,5,21,13,1,0,1,6,1,0,0,1,0,1,0,4
46,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,23,16,10,19,49,52,245,409,688,8,3,1,6,19,89,11,66,0,2,5,34,3,92,7,57,1,0,3,14,0,3,0,9,0,0,0,1,1,2,0,1
2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,31,3,5,6,2,4,16,67,0,1,0,0,0,1,4,45,6,1,0,0,0,0,0,469,275,21,0,1,3,4,5,203,191,62,34,18,34,47,50,42,20,19,9,14,17,10,17,8,2,0,0,1,0,0,0,21,3,0,0,0,0,0,0
151,3,10,32,18,12,10,31,1,21,44,146,22,10,7,8,4,11,3,0,0,2,0,3,3,7,13,4,2,1,1,4,2,23,30,222,417,309,259,75,1,4,4,5,13,16,11,24,0,1,0,1,2,1,0,3,0,0,2,1,2,2,1,10
607,463,133,88,123,27,1,7,55,49,1,0,2,0,1,2,9,1,0,0,0,0,1,2,20,4,3,3,0,1,0,0,13,131,143,91,16,12,2,2,3,0,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
706,25,16,57,0,0,0,0,147,4,1,1,0,0,0,0,50,1,5,0,0,0,0,0,183,26,8,3,0,1,0,0,102,78,77,46,26,16,2,0,32,10,4,9,22,116,201,23,5,1,0,0,0,0,0,0,20,1,0,0,0,0,0,0
3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,4,32,43,11,3,1,1,7,28,101,202,297,206,127,81,91,164,119,226,134,56,26,14,17,6,5,5,2,2,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,251,9,0,0,0,0,3,898,314,17,1,0,0,0,3,77,67,13,2,0,0,0,2,9,29,37,32,27,51,83,0,0,0,0,0,0,0,0
87,1,0,3,2,2,0,11,0,0,0,1,0,0,0,3,0,0,1,0,0,1,0,3,8,1,3,6,1,7,5,20,111,368,393,356,114,80,86,293,1,1,1,1,4,5,5,30,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,3
101,435,211,200,9,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,2,0,0,0,0,0,130,11,1,0,0,1,0,0,583,248,40,3,1,1,0,1
665,55,15,11,1,0,0,0,9,2,1,1,0,0,0,0,4,1,1,1,0,1,0,0,12,3,1,0,0,0,0,0,74,88,41,20,4,1,0,0,88,126,205,198,101,27,20,0,46,7,0,2,0,0,0,0,166,14,9,1,2,1,0,0
2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,4,7,7,6,5,3,1,5,4,12,10,6,1,0,0,4,4,13,18,14,43,27,0,3,11,34,43,84,202,526,2,18,61,79,100,115,251,152,0,6,25,19,4,6,10,20,0,1,6,3,4,0,3,0,0,9,7,5,4,1,0,1,0
587,2,1,2,0,0,2,2,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,3,8,5,6,0,2,2,2,4,4,39,51,98,181,143,66,25,4,343,33,2,1,2,1,15,25,328,0,0,0,0,0,1,4,17,1,1,0,1,1,4
178,48,7,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,3,0,1,2,3,4,3,0,9,4,17,2,0,66,421,340,274,172,277,1,3,7,6,14,20,25,92,0,1,1,2,0,1,0,0,1,0,6,5,1,1,0,0
250,112,40,10,0,0,0,0,29,6,5,2,0,0,0,0,4,10,2,1,0,2,2,0,53,11,10,20,46,202,425,324,226,27,2,7,20,40,45,28,32,0,0,0,0,0,4,7,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,62,26,5,1,0,0,5,94,351,517,791,152,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,4,0,2,3,3,2,0,0,4,1,3,22,31,53,65,37,13,13,15,60,76,116,73,58,12,12,24,72,151,566,423,105,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,64,21,25,21,21,26,19,88,9,2,10,3,5,1,3,118,6,2,0,3,1,2,4,374,53,28,46,48,29,31,22,148,101,48,21,14,5,2,1,26,13,11,5,9,16,35,147,11,2,0,2,1,0,0,0,71,10,2,0,0,3,1,1
1339,367,38,15,8,4,2,2,15,3,2,0,1,0,0,1,3,0,0,0,0,0,0,0,11,2,1,1,0,0,0,0,5,0,0,0,0,0,0,0,13,0,0,2,0,1,0,0,21,2,2,4,0,1,0,0,141,6,5,3,1,0,1,2
8,100,572,316,139,510,158,12,7,50,46,32,15,7,7,1,1,1,4,4,0,1,1,0,5,3,1,1,0,1,0,0,3,10,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0
