0.011085,4.950108,13.081982,0.406175
0.025253,4.243593,7.195830,0.477684
0.024904,4.573256,13.410021,0.557809
0.111648,3.502421,8.021026,0.752863
0.020738,4.332379,5.107154,0.558216
0.020144,4.396473,6.529047,0.571162
0.183547,3.412011,8.158671,0.699909
0.508758,1.053367,0.158347,0.956421
0.096096,3.674463,13.499548,0.656467
0.006560,5.187545,22.892494,0.234053
0.077208,3.849184,8.904254,0.666964
0.082217,3.650929,6.759433,0.708713
0.038396,4.097398,8.524543,0.684061
0.036959,4.128478,14.962489,0.545283
0.104070,3.187173,1.578566,0.816973
0.099413,3.175324,2.723900,0.741768
0.047360,3.741820,4.879416,0.723182
0.029365,3.989869,5.721129,0.614511
0.032170,4.403359,6.079104,0.534732
0.060176,3.112330,0.299242,0.867946
0.056330,3.434374,1.303501,0.720748
0.014780,4.556220,5.608470,0.505352
0.025522,4.033771,4.928600,0.481580
0.396548,1.743329,0.699986,0.860635
0.046102,3.961647,6.176108,0.665559
0.093585,3.472184,3.257919,0.749903
0.032991,3.814897,2.760237,0.600346
0.108857,3.131008,2.168336,0.779727
0.042840,3.886765,9.357634,0.584025
0.071350,3.982522,11.504529,0.609281
0.028796,4.086427,3.051299,0.628457
0.023746,4.509931,11.769682,0.568914
0.063288,4.152456,11.380402,0.590972
0.138967,3.559209,11.375686,0.658176
0.061321,3.982365,6.303469,0.629631
0.092114,3.550561,5.058452,0.679868
0.106802,3.833426,11.390333,0.630873
0.049092,3.922051,6.121282,0.649672
0.011095,4.833700,8.126469,0.476254
0.050544,3.781971,17.678882,0.648802
0.024949,4.287348,5.645228,0.605965
0.524879,1.323271,2.154711,0.920580
0.016561,4.525896,6.600221,0.519834
0.017219,4.608526,6.298272,0.513876
0.070599,3.225705,2.136899,0.801205
0.021062,4.284857,3.672705,0.636178
0.017851,4.625185,8.353420,0.523135
0.024024,4.477847,12.094229,0.566616
0.039660,4.080952,14.531905,0.473003
0.013951,4.704823,7.939075,0.506752
0.081364,3.509169,2.094901,0.735620
0.022522,4.337004,7.962463,0.590216
0.037433,4.599682,26.707662,0.370507
0.083179,3.427155,6.025900,0.604667
0.090047,3.760029,13.015149,0.640714
0.120521,3.500037,10.401487,0.647423
0.038012,4.013882,1.879296,0.641953
0.017092,4.539897,5.378240,0.557695
0.056836,3.352125,2.455688,0.609103
0.029880,4.493031,10.182156,0.547578
0.057433,3.527650,2.750565,0.652992
0.146137,2.959053,6.742041,0.748327
0.020265,4.442294,6.580024,0.524534
0.024145,4.253038,4.202224,0.661464
0.043660,3.820427,4.808834,0.653453
0.022024,4.159900,4.109492,0.532436
0.028662,4.264943,6.804970,0.619573
0.137933,2.836411,2.312596,0.808799
0.044808,3.923637,11.608171,0.692331
0.013208,4.941243,15.916179,0.399740
0.029438,4.376040,6.595765,0.591358
0.022926,4.643912,17.631595,0.555055
0.039255,4.152725,7.302457,0.617279
0.022784,4.456421,10.077923,0.567217
0.030437,4.094585,4.199297,0.589870
0.075663,3.972523,6.842842,0.618381
0.020250,4.317495,3.637261,0.546346
0.051292,3.721405,3.611074,0.692883
0.085026,2.879901,0.971963,0.851599
0.038050,3.995326,4.203729,0.646627
0.064781,3.477231,2.714064,0.733309
0.017528,4.470308,5.964310,0.428116
0.117151,3.131782,5.474459,0.662387
0.047513,3.468406,1.966257,0.668683
0.034335,3.877296,2.114858,0.687142
0.026366,4.137979,4.059011,0.609969
0.346082,1.758941,0.927562,0.832122
0.220129,2.827534,1.421616,0.805972
0.083190,4.029267,10.732899,0.667281
0.065525,3.473916,3.039975,0.644224
0.038092,4.232622,6.389264,0.581577
0.244371,2.655465,2.982726,0.809182
0.069674,3.860319,9.477558,0.688072
0.022541,4.354940,5.768005,0.506094
0.015903,4.498027,6.579284,0.493513
0.040321,3.803009,3.820844,0.679911
0.016767,4.493621,5.877407,0.509096
0.021639,4.390390,4.223643,0.608543
0.011718,4.869135,8.687384,0.480569
0.023752,4.071552,4.196028,0.489476
0.134176,2.995681,3.005437,0.787217
0.165127,2.579423,3.032584,0.851069
0.027599,4.043722,3.218661,0.547209
0.063440,3.250505,0.865896,0.733546
0.053725,3.687575,2.384394,0.736372
0.071812,3.747528,8.474758,0.661087
0.012472,4.975095,20.609453,0.416625
0.061647,3.899054,8.941733,0.676539
0.086034,3.516236,5.968256,0.698472
0.283271,2.259079,0.736428,0.848016
0.028850,4.105094,8.179309,0.471484
0.044021,3.621939,2.457960,0.606523
0.018334,4.349929,4.519796,0.568349
0.094439,2.826850,1.326472,0.756723
0.051235,4.343357,8.623752,0.536525
0.095095,3.418414,4.222760,0.746753
0.294465,2.641308,8.598366,0.818854
0.055403,4.077770,7.522734,0.590450
0.095940,3.358117,4.502879,0.698949
0.015693,4.570429,7.158944,0.402243
0.052415,3.898921,7.039921,0.681403
0.344576,1.922586,2.609107,0.879377
0.021979,4.312477,5.720197,0.578234
0.013651,4.817371,13.505512,0.423984
0.107836,3.464483,3.229021,0.656487
0.037655,4.076599,2.329708,0.678452
0.056534,4.085277,8.291084,0.626135
0.193556,2.085694,0.918759,0.878179
0.026341,4.166335,3.749220,0.662194
0.019324,4.538877,9.258451,0.507991
0.061103,3.651208,2.249881,0.742174
0.098986,3.439437,12.192312,0.646685
0.029776,4.050642,7.074229,0.620301
0.045111,4.456626,15.382549,0.456606
0.051335,3.932666,3.246774,0.675113
0.024923,4.402040,8.675455,0.556493
0.025228,4.379904,7.377252,0.542034
0.443029,1.911053,1.423013,0.881996
0.037069,3.908403,4.897149,0.696534
0.025583,4.315216,5.798550,0.628192
0.026324,4.464060,11.048143,0.518405
0.030808,4.252193,7.135776,0.617579
0.022584,4.177362,2.556053,0.614986
0.045270,3.615875,1.679949,0.758786
0.077317,3.657558,3.963543,0.729193
0.149517,3.400930,7.695267,0.653515
0.030938,4.065624,3.842293,0.658998
0.276875,2.591246,3.031184,0.805539
0.069401,3.999867,8.978435,0.572517
0.058033,3.770752,6.450029,0.634670
0.042380,4.356873,9.367923,0.566161
0.045628,3.960829,7.952954,0.647079
0.012119,4.780590,8.012191,0.485432
0.049008,3.815344,2.515752,0.679013
0.062246,3.781438,2.842039,0.686577
0.026479,4.199691,4.479346,0.589395
0.010989,4.897471,25.941262,0.362531
0.066586,3.382409,2.941357,0.713828
0.093374,3.362663,3.762178,0.641631
0.243119,1.984263,0.726214,0.922223
0.016425,4.583209,8.314968,0.502983
0.009714,5.052717,16.926093,0.397721
0.016729,4.609301,6.608374,0.528421
0.013641,4.588533,5.778099,0.449481
0.021332,4.240352,4.145936,0.563236
0.038563,3.927582,3.758458,0.611500
